meal_id	meal_name	meal_type	diet_type	prep_time_min	ingredients
6409	Chicken Couscous Bowl (Broccoli + Spinach)	lunch	non-vegetarian	22	[{"id":84,"g":170},{"id":12,"g":220},{"id":57,"g":150},{"id":56,"g":70},{"id":28,"g":6}]
6410	Chicken Couscous Bowl (Cauliflower + Broccoli)	lunch	non-vegetarian	22	[{"id":84,"g":170},{"id":12,"g":220},{"id":65,"g":140},{"id":57,"g":140},{"id":110,"g":15}]
6411	Chicken Couscous Bowl (Kale + Cucumber)	lunch	non-vegetarian	22	[{"id":84,"g":170},{"id":12,"g":220},{"id":62,"g":100},{"id":54,"g":100},{"id":110,"g":15}]
6412	Chicken Couscous Bowl (Mushrooms + Zucchini)	lunch	non-vegetarian	22	[{"id":84,"g":170},{"id":12,"g":220},{"id":64,"g":100},{"id":63,"g":120},{"id":32,"g":60}]
6413	Chicken Couscous Bowl (Tomato + Lettuce)	lunch	non-vegetarian	22	[{"id":84,"g":170},{"id":12,"g":220},{"id":53,"g":100},{"id":61,"g":80},{"id":110,"g":15}]
6414	Chicken Potato Bowl (Bell Peppers + Onion)	lunch	non-vegetarian	22	[{"id":84,"g":170},{"id":70,"g":250},{"id":58,"g":120},{"id":59,"g":60},{"id":110,"g":15}]
6415	Chicken Potato Bowl (Broccoli + Spinach)	lunch	non-vegetarian	22	[{"id":84,"g":170},{"id":70,"g":250},{"id":57,"g":150},{"id":56,"g":70},{"id":32,"g":60}]
6416	Chicken Potato Bowl (Cauliflower + Broccoli)	lunch	non-vegetarian	22	[{"id":84,"g":170},{"id":70,"g":250},{"id":65,"g":140},{"id":57,"g":140},{"id":28,"g":6}]
6417	Chicken Potato Bowl (Kale + Cucumber)	lunch	non-vegetarian	22	[{"id":84,"g":170},{"id":70,"g":250},{"id":62,"g":100},{"id":54,"g":100},{"id":28,"g":6}]
6418	Chicken Potato Bowl (Mushrooms + Zucchini)	lunch	non-vegetarian	22	[{"id":84,"g":170},{"id":70,"g":250},{"id":64,"g":100},{"id":63,"g":120},{"id":110,"g":15}]
6419	Chicken Potato Bowl (Tomato + Lettuce)	lunch	non-vegetarian	22	[{"id":84,"g":170},{"id":70,"g":250},{"id":53,"g":100},{"id":61,"g":80},{"id":28,"g":6}]
6420	Chicken Quinoa Bowl (Bell Peppers + Onion)	lunch	non-vegetarian	18	[{"id":84,"g":170},{"id":11,"g":200},{"id":58,"g":120},{"id":59,"g":60},{"id":28,"g":6}]
6421	Chicken Quinoa Bowl (Broccoli + Spinach)	lunch	non-vegetarian	18	[{"id":84,"g":170},{"id":11,"g":200},{"id":57,"g":150},{"id":56,"g":70},{"id":110,"g":15}]
6422	Chicken Quinoa Bowl (Cauliflower + Broccoli)	lunch	non-vegetarian	18	[{"id":84,"g":170},{"id":11,"g":200},{"id":65,"g":140},{"id":57,"g":140},{"id":32,"g":60}]
6423	Chicken Quinoa Bowl (Kale + Cucumber)	lunch	non-vegetarian	18	[{"id":84,"g":170},{"id":11,"g":200},{"id":62,"g":100},{"id":54,"g":100},{"id":32,"g":60}]
6424	Chicken Quinoa Bowl (Mushrooms + Zucchini)	lunch	non-vegetarian	18	[{"id":84,"g":170},{"id":11,"g":200},{"id":64,"g":100},{"id":63,"g":120},{"id":28,"g":6}]
6425	Chicken Quinoa Bowl (Tomato + Lettuce)	lunch	non-vegetarian	18	[{"id":84,"g":170},{"id":11,"g":200},{"id":53,"g":100},{"id":61,"g":80},{"id":32,"g":60}]
6426	Chicken Salad (Cauliflower + Broccoli + avocado)	lunch	non-vegetarian	14	[{"id":84,"g":170},{"id":61,"g":90},{"id":65,"g":140},{"id":57,"g":140},{"id":32,"g":60}]
6427	Chicken Salad (Cauliflower + Broccoli + olive oil)	lunch	non-vegetarian	14	[{"id":84,"g":170},{"id":61,"g":90},{"id":65,"g":140},{"id":57,"g":140},{"id":28,"g":8}]
6428	Chicken Salad (Cauliflower + Broccoli + quinoa)	lunch	non-vegetarian	14	[{"id":84,"g":170},{"id":61,"g":90},{"id":65,"g":140},{"id":57,"g":140},{"id":11,"g":160}]
6429	Chicken Salad (Green Beans + Carrots + avocado)	lunch	non-vegetarian	14	[{"id":84,"g":170},{"id":61,"g":90},{"id":66,"g":120},{"id":55,"g":90},{"id":32,"g":60}]
6430	Chicken Salad (Green Beans + Carrots + olive oil)	lunch	non-vegetarian	14	[{"id":84,"g":170},{"id":61,"g":90},{"id":66,"g":120},{"id":55,"g":90},{"id":28,"g":8}]
6431	Chicken Salad (Green Beans + Carrots + quinoa)	lunch	non-vegetarian	14	[{"id":84,"g":170},{"id":61,"g":90},{"id":66,"g":120},{"id":55,"g":90},{"id":11,"g":160}]
6432	Chicken Salad (Kale + Cucumber + avocado)	lunch	non-vegetarian	14	[{"id":84,"g":170},{"id":61,"g":90},{"id":62,"g":100},{"id":54,"g":100},{"id":32,"g":60}]
6433	Chicken Salad (Kale + Cucumber + olive oil)	lunch	non-vegetarian	14	[{"id":84,"g":170},{"id":61,"g":90},{"id":62,"g":100},{"id":54,"g":100},{"id":28,"g":8}]
6434	Chicken Salad (Kale + Cucumber + quinoa)	lunch	non-vegetarian	14	[{"id":84,"g":170},{"id":61,"g":90},{"id":62,"g":100},{"id":54,"g":100},{"id":11,"g":160}]
6435	Chicken Salad (Mushrooms + Zucchini + avocado)	lunch	non-vegetarian	14	[{"id":84,"g":170},{"id":61,"g":90},{"id":64,"g":100},{"id":63,"g":120},{"id":32,"g":60}]
6436	Chicken Salad (Mushrooms + Zucchini + olive oil)	lunch	non-vegetarian	14	[{"id":84,"g":170},{"id":61,"g":90},{"id":64,"g":100},{"id":63,"g":120},{"id":28,"g":8}]
6437	Chicken Salad (Mushrooms + Zucchini + quinoa)	lunch	non-vegetarian	14	[{"id":84,"g":170},{"id":61,"g":90},{"id":64,"g":100},{"id":63,"g":120},{"id":11,"g":160}]
6438	Chicken Salad (Spinach + Tomato + avocado)	lunch	non-vegetarian	14	[{"id":84,"g":170},{"id":61,"g":90},{"id":56,"g":70},{"id":53,"g":100},{"id":32,"g":60}]
6439	Chicken Salad (Spinach + Tomato + olive oil)	lunch	non-vegetarian	14	[{"id":84,"g":170},{"id":61,"g":90},{"id":56,"g":70},{"id":53,"g":100},{"id":28,"g":8}]
6440	Chicken Salad (Spinach + Tomato + quinoa)	lunch	non-vegetarian	14	[{"id":84,"g":170},{"id":61,"g":90},{"id":56,"g":70},{"id":53,"g":100},{"id":11,"g":160}]
6441	Chicken Salad (Tomato + Lettuce + avocado)	lunch	non-vegetarian	14	[{"id":84,"g":170},{"id":61,"g":90},{"id":53,"g":100},{"id":61,"g":80},{"id":32,"g":60}]
6442	Chicken Salad (Tomato + Lettuce + olive oil)	lunch	non-vegetarian	14	[{"id":84,"g":170},{"id":61,"g":90},{"id":53,"g":100},{"id":61,"g":80},{"id":28,"g":8}]
6443	Chicken Salad (Tomato + Lettuce + quinoa)	lunch	non-vegetarian	14	[{"id":84,"g":170},{"id":61,"g":90},{"id":53,"g":100},{"id":61,"g":80},{"id":11,"g":160}]
6444	Chicken Sweet Potato Bowl (Bell Peppers + Onion)	lunch	non-vegetarian	22	[{"id":84,"g":170},{"id":69,"g":250},{"id":58,"g":120},{"id":59,"g":60},{"id":32,"g":60}]
6445	Chicken Sweet Potato Bowl (Broccoli + Spinach)	lunch	non-vegetarian	22	[{"id":84,"g":170},{"id":69,"g":250},{"id":57,"g":150},{"id":56,"g":70},{"id":28,"g":6}]
6446	Chicken Sweet Potato Bowl (Cauliflower + Broccoli)	lunch	non-vegetarian	22	[{"id":84,"g":170},{"id":69,"g":250},{"id":65,"g":140},{"id":57,"g":140},{"id":110,"g":15}]
6447	Chicken Sweet Potato Bowl (Kale + Cucumber)	lunch	non-vegetarian	22	[{"id":84,"g":170},{"id":69,"g":250},{"id":62,"g":100},{"id":54,"g":100},{"id":110,"g":15}]
6448	Chicken Sweet Potato Bowl (Mushrooms + Zucchini)	lunch	non-vegetarian	22	[{"id":84,"g":170},{"id":69,"g":250},{"id":64,"g":100},{"id":63,"g":120},{"id":32,"g":60}]
6449	Chicken Sweet Potato Bowl (Tomato + Lettuce)	lunch	non-vegetarian	22	[{"id":84,"g":170},{"id":69,"g":250},{"id":53,"g":100},{"id":61,"g":80},{"id":110,"g":15}]
6450	Chicken White Rice Bowl (Bell Peppers + Onion)	lunch	non-vegetarian	18	[{"id":84,"g":170},{"id":9,"g":220},{"id":58,"g":120},{"id":59,"g":60},{"id":32,"g":60}]
6451	Chicken White Rice Bowl (Broccoli + Spinach)	lunch	non-vegetarian	18	[{"id":84,"g":170},{"id":9,"g":220},{"id":57,"g":150},{"id":56,"g":70},{"id":28,"g":6}]
6452	Chicken White Rice Bowl (Cauliflower + Broccoli)	lunch	non-vegetarian	18	[{"id":84,"g":170},{"id":9,"g":220},{"id":65,"g":140},{"id":57,"g":140},{"id":110,"g":15}]
6453	Chicken White Rice Bowl (Kale + Cucumber)	lunch	non-vegetarian	18	[{"id":84,"g":170},{"id":9,"g":220},{"id":62,"g":100},{"id":54,"g":100},{"id":110,"g":15}]
6454	Chicken White Rice Bowl (Mushrooms + Zucchini)	lunch	non-vegetarian	18	[{"id":84,"g":170},{"id":9,"g":220},{"id":64,"g":100},{"id":63,"g":120},{"id":32,"g":60}]
6455	Chicken White Rice Bowl (Tomato + Lettuce)	lunch	non-vegetarian	18	[{"id":84,"g":170},{"id":9,"g":220},{"id":53,"g":100},{"id":61,"g":80},{"id":110,"g":15}]
6456	Chicken Whole Wheat Pasta Bowl (Bell Peppers + Onion)	lunch	non-vegetarian	22	[{"id":84,"g":170},{"id":14,"g":220},{"id":58,"g":120},{"id":59,"g":60},{"id":28,"g":6}]
6457	Chicken Whole Wheat Pasta Bowl (Broccoli + Spinach)	lunch	non-vegetarian	22	[{"id":84,"g":170},{"id":14,"g":220},{"id":57,"g":150},{"id":56,"g":70},{"id":110,"g":15}]
6458	Chicken Whole Wheat Pasta Bowl (Cauliflower + Broccoli)	lunch	non-vegetarian	22	[{"id":84,"g":170},{"id":14,"g":220},{"id":65,"g":140},{"id":57,"g":140},{"id":32,"g":60}]
6459	Chicken Whole Wheat Pasta Bowl (Kale + Cucumber)	lunch	non-vegetarian	22	[{"id":84,"g":170},{"id":14,"g":220},{"id":62,"g":100},{"id":54,"g":100},{"id":32,"g":60}]
6460	Chicken Whole Wheat Pasta Bowl (Mushrooms + Zucchini)	lunch	non-vegetarian	22	[{"id":84,"g":170},{"id":14,"g":220},{"id":64,"g":100},{"id":63,"g":120},{"id":28,"g":6}]
6461	Chicken Whole Wheat Pasta Bowl (Tomato + Lettuce)	lunch	non-vegetarian	22	[{"id":84,"g":170},{"id":14,"g":220},{"id":53,"g":100},{"id":61,"g":80},{"id":32,"g":60}]
6462	Chicken Wrap (Carrots + Onion)	lunch	non-vegetarian	12	[{"id":15,"g":80},{"id":84,"g":170},{"id":55,"g":80},{"id":59,"g":60},{"id":28,"g":6}]
6463	Chicken Wrap (Cucumber + Bell Peppers)	lunch	non-vegetarian	12	[{"id":15,"g":80},{"id":84,"g":170},{"id":54,"g":80},{"id":58,"g":90},{"id":110,"g":18}]
6464	Chicken Wrap (Lettuce + Tomato)	lunch	non-vegetarian	12	[{"id":15,"g":80},{"id":84,"g":170},{"id":61,"g":60},{"id":53,"g":80},{"id":37,"g":50}]
6465	Chicken Wrap (Spinach + Broccoli)	lunch	non-vegetarian	12	[{"id":15,"g":80},{"id":84,"g":170},{"id":56,"g":60},{"id":57,"g":120},{"id":36,"g":10}]
6466	Cod Brown Rice Bowl (Bell Peppers + Onion)	lunch	non-vegetarian	18	[{"id":89,"g":180},{"id":10,"g":220},{"id":58,"g":120},{"id":59,"g":60},{"id":32,"g":60}]
6467	Cod Brown Rice Bowl (Broccoli + Spinach)	lunch	non-vegetarian	18	[{"id":89,"g":180},{"id":10,"g":220},{"id":57,"g":150},{"id":56,"g":70},{"id":28,"g":6}]
6468	Cod Brown Rice Bowl (Cauliflower + Broccoli)	lunch	non-vegetarian	18	[{"id":89,"g":180},{"id":10,"g":220},{"id":65,"g":140},{"id":57,"g":140},{"id":110,"g":15}]
6469	Cod Brown Rice Bowl (Kale + Cucumber)	lunch	non-vegetarian	18	[{"id":89,"g":180},{"id":10,"g":220},{"id":62,"g":100},{"id":54,"g":100},{"id":110,"g":15}]
6470	Cod Brown Rice Bowl (Mushrooms + Zucchini)	lunch	non-vegetarian	18	[{"id":89,"g":180},{"id":10,"g":220},{"id":64,"g":100},{"id":63,"g":120},{"id":32,"g":60}]
6471	Cod Brown Rice Bowl (Tomato + Lettuce)	lunch	non-vegetarian	18	[{"id":89,"g":180},{"id":10,"g":220},{"id":53,"g":100},{"id":61,"g":80},{"id":110,"g":15}]
6472	Cod Couscous Bowl (Bell Peppers + Onion)	lunch	non-vegetarian	22	[{"id":89,"g":180},{"id":12,"g":220},{"id":58,"g":120},{"id":59,"g":60},{"id":28,"g":6}]
6473	Cod Couscous Bowl (Broccoli + Spinach)	lunch	non-vegetarian	22	[{"id":89,"g":180},{"id":12,"g":220},{"id":57,"g":150},{"id":56,"g":70},{"id":110,"g":15}]
6474	Cod Couscous Bowl (Cauliflower + Broccoli)	lunch	non-vegetarian	22	[{"id":89,"g":180},{"id":12,"g":220},{"id":65,"g":140},{"id":57,"g":140},{"id":32,"g":60}]
6475	Cod Couscous Bowl (Kale + Cucumber)	lunch	non-vegetarian	22	[{"id":89,"g":180},{"id":12,"g":220},{"id":62,"g":100},{"id":54,"g":100},{"id":32,"g":60}]
6476	Cod Couscous Bowl (Mushrooms + Zucchini)	lunch	non-vegetarian	22	[{"id":89,"g":180},{"id":12,"g":220},{"id":64,"g":100},{"id":63,"g":120},{"id":28,"g":6}]
6477	Cod Couscous Bowl (Tomato + Lettuce)	lunch	non-vegetarian	22	[{"id":89,"g":180},{"id":12,"g":220},{"id":53,"g":100},{"id":61,"g":80},{"id":32,"g":60}]
6478	Cod Potato Bowl (Bell Peppers + Onion)	lunch	non-vegetarian	22	[{"id":89,"g":180},{"id":70,"g":250},{"id":58,"g":120},{"id":59,"g":60},{"id":32,"g":60}]
6479	Cod Potato Bowl (Broccoli + Spinach)	lunch	non-vegetarian	22	[{"id":89,"g":180},{"id":70,"g":250},{"id":57,"g":150},{"id":56,"g":70},{"id":28,"g":6}]
6480	Cod Potato Bowl (Cauliflower + Broccoli)	lunch	non-vegetarian	22	[{"id":89,"g":180},{"id":70,"g":250},{"id":65,"g":140},{"id":57,"g":140},{"id":110,"g":15}]
6481	Cod Potato Bowl (Kale + Cucumber)	lunch	non-vegetarian	22	[{"id":89,"g":180},{"id":70,"g":250},{"id":62,"g":100},{"id":54,"g":100},{"id":110,"g":15}]
6482	Cod Potato Bowl (Mushrooms + Zucchini)	lunch	non-vegetarian	22	[{"id":89,"g":180},{"id":70,"g":250},{"id":64,"g":100},{"id":63,"g":120},{"id":32,"g":60}]
6483	Cod Potato Bowl (Tomato + Lettuce)	lunch	non-vegetarian	22	[{"id":89,"g":180},{"id":70,"g":250},{"id":53,"g":100},{"id":61,"g":80},{"id":110,"g":15}]
6484	Cod Quinoa Bowl (Bell Peppers + Onion)	lunch	non-vegetarian	18	[{"id":89,"g":180},{"id":11,"g":200},{"id":58,"g":120},{"id":59,"g":60},{"id":110,"g":15}]
6485	Cod Quinoa Bowl (Broccoli + Spinach)	lunch	non-vegetarian	18	[{"id":89,"g":180},{"id":11,"g":200},{"id":57,"g":150},{"id":56,"g":70},{"id":32,"g":60}]
6486	Cod Quinoa Bowl (Cauliflower + Broccoli)	lunch	non-vegetarian	18	[{"id":89,"g":180},{"id":11,"g":200},{"id":65,"g":140},{"id":57,"g":140},{"id":28,"g":6}]
6487	Cod Quinoa Bowl (Kale + Cucumber)	lunch	non-vegetarian	18	[{"id":89,"g":180},{"id":11,"g":200},{"id":62,"g":100},{"id":54,"g":100},{"id":28,"g":6}]
6488	Cod Quinoa Bowl (Mushrooms + Zucchini)	lunch	non-vegetarian	18	[{"id":89,"g":180},{"id":11,"g":200},{"id":64,"g":100},{"id":63,"g":120},{"id":110,"g":15}]
6489	Cod Quinoa Bowl (Tomato + Lettuce)	lunch	non-vegetarian	18	[{"id":89,"g":180},{"id":11,"g":200},{"id":53,"g":100},{"id":61,"g":80},{"id":28,"g":6}]
6490	Cod Salad (Cauliflower + Broccoli + avocado)	lunch	non-vegetarian	14	[{"id":89,"g":180},{"id":61,"g":90},{"id":65,"g":140},{"id":57,"g":140},{"id":32,"g":60}]
6491	Cod Salad (Cauliflower + Broccoli + olive oil)	lunch	non-vegetarian	14	[{"id":89,"g":180},{"id":61,"g":90},{"id":65,"g":140},{"id":57,"g":140},{"id":28,"g":8}]
6492	Cod Salad (Cauliflower + Broccoli + quinoa)	lunch	non-vegetarian	14	[{"id":89,"g":180},{"id":61,"g":90},{"id":65,"g":140},{"id":57,"g":140},{"id":11,"g":160}]
6493	Cod Salad (Green Beans + Carrots + avocado)	lunch	non-vegetarian	14	[{"id":89,"g":180},{"id":61,"g":90},{"id":66,"g":120},{"id":55,"g":90},{"id":32,"g":60}]
6494	Cod Salad (Green Beans + Carrots + olive oil)	lunch	non-vegetarian	14	[{"id":89,"g":180},{"id":61,"g":90},{"id":66,"g":120},{"id":55,"g":90},{"id":28,"g":8}]
6495	Cod Salad (Green Beans + Carrots + quinoa)	lunch	non-vegetarian	14	[{"id":89,"g":180},{"id":61,"g":90},{"id":66,"g":120},{"id":55,"g":90},{"id":11,"g":160}]
6496	Cod Salad (Kale + Cucumber + avocado)	lunch	non-vegetarian	14	[{"id":89,"g":180},{"id":61,"g":90},{"id":62,"g":100},{"id":54,"g":100},{"id":32,"g":60}]
6497	Cod Salad (Kale + Cucumber + olive oil)	lunch	non-vegetarian	14	[{"id":89,"g":180},{"id":61,"g":90},{"id":62,"g":100},{"id":54,"g":100},{"id":28,"g":8}]
6498	Cod Salad (Kale + Cucumber + quinoa)	lunch	non-vegetarian	14	[{"id":89,"g":180},{"id":61,"g":90},{"id":62,"g":100},{"id":54,"g":100},{"id":11,"g":160}]
6499	Cod Salad (Mushrooms + Zucchini + avocado)	lunch	non-vegetarian	14	[{"id":89,"g":180},{"id":61,"g":90},{"id":64,"g":100},{"id":63,"g":120},{"id":32,"g":60}]
6500	Cod Salad (Mushrooms + Zucchini + olive oil)	lunch	non-vegetarian	14	[{"id":89,"g":180},{"id":61,"g":90},{"id":64,"g":100},{"id":63,"g":120},{"id":28,"g":8}]
6501	Cod Salad (Mushrooms + Zucchini + quinoa)	lunch	non-vegetarian	14	[{"id":89,"g":180},{"id":61,"g":90},{"id":64,"g":100},{"id":63,"g":120},{"id":11,"g":160}]
6502	Cod Salad (Spinach + Tomato + avocado)	lunch	non-vegetarian	14	[{"id":89,"g":180},{"id":61,"g":90},{"id":56,"g":70},{"id":53,"g":100},{"id":32,"g":60}]
6503	Cod Salad (Spinach + Tomato + olive oil)	lunch	non-vegetarian	14	[{"id":89,"g":180},{"id":61,"g":90},{"id":56,"g":70},{"id":53,"g":100},{"id":28,"g":8}]
6504	Cod Salad (Spinach + Tomato + quinoa)	lunch	non-vegetarian	14	[{"id":89,"g":180},{"id":61,"g":90},{"id":56,"g":70},{"id":53,"g":100},{"id":11,"g":160}]
6505	Cod Salad (Tomato + Lettuce + avocado)	lunch	non-vegetarian	14	[{"id":89,"g":180},{"id":61,"g":90},{"id":53,"g":100},{"id":61,"g":80},{"id":32,"g":60}]
6506	Cod Salad (Tomato + Lettuce + olive oil)	lunch	non-vegetarian	14	[{"id":89,"g":180},{"id":61,"g":90},{"id":53,"g":100},{"id":61,"g":80},{"id":28,"g":8}]
6507	Cod Salad (Tomato + Lettuce + quinoa)	lunch	non-vegetarian	14	[{"id":89,"g":180},{"id":61,"g":90},{"id":53,"g":100},{"id":61,"g":80},{"id":11,"g":160}]
6508	Cod Sweet Potato Bowl (Bell Peppers + Onion)	lunch	non-vegetarian	22	[{"id":89,"g":180},{"id":69,"g":250},{"id":58,"g":120},{"id":59,"g":60},{"id":28,"g":6}]
6509	Cod Sweet Potato Bowl (Broccoli + Spinach)	lunch	non-vegetarian	22	[{"id":89,"g":180},{"id":69,"g":250},{"id":57,"g":150},{"id":56,"g":70},{"id":110,"g":15}]
6510	Cod Sweet Potato Bowl (Cauliflower + Broccoli)	lunch	non-vegetarian	22	[{"id":89,"g":180},{"id":69,"g":250},{"id":65,"g":140},{"id":57,"g":140},{"id":32,"g":60}]
6511	Cod Sweet Potato Bowl (Kale + Cucumber)	lunch	non-vegetarian	22	[{"id":89,"g":180},{"id":69,"g":250},{"id":62,"g":100},{"id":54,"g":100},{"id":32,"g":60}]
6512	Cod Sweet Potato Bowl (Mushrooms + Zucchini)	lunch	non-vegetarian	22	[{"id":89,"g":180},{"id":69,"g":250},{"id":64,"g":100},{"id":63,"g":120},{"id":28,"g":6}]
6513	Cod Sweet Potato Bowl (Tomato + Lettuce)	lunch	non-vegetarian	22	[{"id":89,"g":180},{"id":69,"g":250},{"id":53,"g":100},{"id":61,"g":80},{"id":32,"g":60}]
6514	Cod White Rice Bowl (Bell Peppers + Onion)	lunch	non-vegetarian	18	[{"id":89,"g":180},{"id":9,"g":220},{"id":58,"g":120},{"id":59,"g":60},{"id":28,"g":6}]
6515	Cod White Rice Bowl (Broccoli + Spinach)	lunch	non-vegetarian	18	[{"id":89,"g":180},{"id":9,"g":220},{"id":57,"g":150},{"id":56,"g":70},{"id":110,"g":15}]
6516	Cod White Rice Bowl (Cauliflower + Broccoli)	lunch	non-vegetarian	18	[{"id":89,"g":180},{"id":9,"g":220},{"id":65,"g":140},{"id":57,"g":140},{"id":32,"g":60}]
6517	Cod White Rice Bowl (Kale + Cucumber)	lunch	non-vegetarian	18	[{"id":89,"g":180},{"id":9,"g":220},{"id":62,"g":100},{"id":54,"g":100},{"id":32,"g":60}]
6518	Cod White Rice Bowl (Mushrooms + Zucchini)	lunch	non-vegetarian	18	[{"id":89,"g":180},{"id":9,"g":220},{"id":64,"g":100},{"id":63,"g":120},{"id":28,"g":6}]
6519	Cod White Rice Bowl (Tomato + Lettuce)	lunch	non-vegetarian	18	[{"id":89,"g":180},{"id":9,"g":220},{"id":53,"g":100},{"id":61,"g":80},{"id":32,"g":60}]
6520	Cod Whole Wheat Pasta Bowl (Bell Peppers + Onion)	lunch	non-vegetarian	22	[{"id":89,"g":180},{"id":14,"g":220},{"id":58,"g":120},{"id":59,"g":60},{"id":110,"g":15}]
6521	Cod Whole Wheat Pasta Bowl (Broccoli + Spinach)	lunch	non-vegetarian	22	[{"id":89,"g":180},{"id":14,"g":220},{"id":57,"g":150},{"id":56,"g":70},{"id":32,"g":60}]
6522	Cod Whole Wheat Pasta Bowl (Cauliflower + Broccoli)	lunch	non-vegetarian	22	[{"id":89,"g":180},{"id":14,"g":220},{"id":65,"g":140},{"id":57,"g":140},{"id":28,"g":6}]
6523	Cod Whole Wheat Pasta Bowl (Kale + Cucumber)	lunch	non-vegetarian	22	[{"id":89,"g":180},{"id":14,"g":220},{"id":62,"g":100},{"id":54,"g":100},{"id":28,"g":6}]
6524	Cod Whole Wheat Pasta Bowl (Mushrooms + Zucchini)	lunch	non-vegetarian	22	[{"id":89,"g":180},{"id":14,"g":220},{"id":64,"g":100},{"id":63,"g":120},{"id":110,"g":15}]
6525	Cod Whole Wheat Pasta Bowl (Tomato + Lettuce)	lunch	non-vegetarian	22	[{"id":89,"g":180},{"id":14,"g":220},{"id":53,"g":100},{"id":61,"g":80},{"id":28,"g":6}]
6526	Eggs Brown Rice Bowl (Bell Peppers + Onion)	lunch	non-vegetarian	18	[{"id":82,"g":140},{"id":10,"g":200},{"id":58,"g":120},{"id":59,"g":60},{"id":28,"g":6}]
6527	Eggs Brown Rice Bowl (Broccoli + Spinach)	lunch	non-vegetarian	18	[{"id":82,"g":140},{"id":10,"g":200},{"id":57,"g":150},{"id":56,"g":70},{"id":110,"g":15}]
6528	Eggs Brown Rice Bowl (Cauliflower + Broccoli)	lunch	non-vegetarian	18	[{"id":82,"g":140},{"id":10,"g":200},{"id":65,"g":140},{"id":57,"g":140},{"id":32,"g":60}]
6529	Eggs Brown Rice Bowl (Kale + Cucumber)	lunch	non-vegetarian	18	[{"id":82,"g":140},{"id":10,"g":200},{"id":62,"g":100},{"id":54,"g":100},{"id":32,"g":60}]
6530	Eggs Brown Rice Bowl (Mushrooms + Zucchini)	lunch	non-vegetarian	18	[{"id":82,"g":140},{"id":10,"g":200},{"id":64,"g":100},{"id":63,"g":120},{"id":28,"g":6}]
6531	Eggs Brown Rice Bowl (Tomato + Lettuce)	lunch	non-vegetarian	18	[{"id":82,"g":140},{"id":10,"g":200},{"id":53,"g":100},{"id":61,"g":80},{"id":32,"g":60}]
6532	Eggs Quinoa Bowl (Bell Peppers + Onion)	lunch	non-vegetarian	18	[{"id":82,"g":140},{"id":11,"g":180},{"id":58,"g":120},{"id":59,"g":60},{"id":32,"g":60}]
6533	Eggs Quinoa Bowl (Broccoli + Spinach)	lunch	non-vegetarian	18	[{"id":82,"g":140},{"id":11,"g":180},{"id":57,"g":150},{"id":56,"g":70},{"id":28,"g":6}]
6534	Eggs Quinoa Bowl (Cauliflower + Broccoli)	lunch	non-vegetarian	18	[{"id":82,"g":140},{"id":11,"g":180},{"id":65,"g":140},{"id":57,"g":140},{"id":110,"g":15}]
6535	Eggs Quinoa Bowl (Kale + Cucumber)	lunch	non-vegetarian	18	[{"id":82,"g":140},{"id":11,"g":180},{"id":62,"g":100},{"id":54,"g":100},{"id":110,"g":15}]
6536	Eggs Quinoa Bowl (Mushrooms + Zucchini)	lunch	non-vegetarian	18	[{"id":82,"g":140},{"id":11,"g":180},{"id":64,"g":100},{"id":63,"g":120},{"id":32,"g":60}]
6537	Eggs Quinoa Bowl (Tomato + Lettuce)	lunch	non-vegetarian	18	[{"id":82,"g":140},{"id":11,"g":180},{"id":53,"g":100},{"id":61,"g":80},{"id":110,"g":15}]
6538	Eggs Sweet Potato Bowl (Bell Peppers + Onion)	lunch	non-vegetarian	22	[{"id":82,"g":140},{"id":69,"g":240},{"id":58,"g":120},{"id":59,"g":60},{"id":110,"g":15}]
6539	Eggs Sweet Potato Bowl (Broccoli + Spinach)	lunch	non-vegetarian	22	[{"id":82,"g":140},{"id":69,"g":240},{"id":57,"g":150},{"id":56,"g":70},{"id":32,"g":60}]
6540	Eggs Sweet Potato Bowl (Cauliflower + Broccoli)	lunch	non-vegetarian	22	[{"id":82,"g":140},{"id":69,"g":240},{"id":65,"g":140},{"id":57,"g":140},{"id":28,"g":6}]
6541	Eggs Sweet Potato Bowl (Kale + Cucumber)	lunch	non-vegetarian	22	[{"id":82,"g":140},{"id":69,"g":240},{"id":62,"g":100},{"id":54,"g":100},{"id":28,"g":6}]
6542	Eggs Sweet Potato Bowl (Mushrooms + Zucchini)	lunch	non-vegetarian	22	[{"id":82,"g":140},{"id":69,"g":240},{"id":64,"g":100},{"id":63,"g":120},{"id":110,"g":15}]
6543	Eggs Sweet Potato Bowl (Tomato + Lettuce)	lunch	non-vegetarian	22	[{"id":82,"g":140},{"id":69,"g":240},{"id":53,"g":100},{"id":61,"g":80},{"id":28,"g":6}]
6544	Eggs White Rice Bowl (Bell Peppers + Onion)	lunch	non-vegetarian	18	[{"id":82,"g":140},{"id":9,"g":200},{"id":58,"g":120},{"id":59,"g":60},{"id":110,"g":15}]
6545	Eggs White Rice Bowl (Broccoli + Spinach)	lunch	non-vegetarian	18	[{"id":82,"g":140},{"id":9,"g":200},{"id":57,"g":150},{"id":56,"g":70},{"id":32,"g":60}]
6546	Eggs White Rice Bowl (Cauliflower + Broccoli)	lunch	non-vegetarian	18	[{"id":82,"g":140},{"id":9,"g":200},{"id":65,"g":140},{"id":57,"g":140},{"id":28,"g":6}]
